filename,anomaly_score
test_0000.png,14449.5621624853
test_0001.png,12413.3254268888
test_0002.png,10696.4087873818
test_0003.png,15118.4497187147
test_0004.png,9142.4466337368
test_0005.png,16459.4574225678
test_0006.png,15416.0789352723
test_0007.png,13128.5990756436
test_0008.png,15898.0232445724
test_0009.png,7918.8106891291
test_0010.png,12311.4726567032
test_0011.png,7945.8675428568
test_0012.png,10794.2115732410
test_0013.png,9560.6617107660
test_0014.png,11178.1885979483
test_0015.png,13907.5018547268
test_0016.png,14146.3756941346
test_0017.png,7793.9217203105
test_0018.png,16812.6629826081
test_0019.png,10294.8533514841
test_0020.png,5227.3417049732
test_0021.png,11690.4402049461
test_0022.png,10687.8172353038
test_0023.png,11334.9571663141
test_0024.png,13795.9003029996
test_0025.png,9988.1448249755
test_0026.png,10724.1912207953
test_0027.png,5839.1660531970
test_0028.png,8732.6535093161
test_0029.png,13967.4240252198
test_0030.png,9635.7553826836
test_0031.png,8097.2286935474
test_0032.png,11641.5317985046
test_0033.png,14039.1021168420
test_0034.png,2768.3639455999
test_0035.png,10914.6743784584
test_0036.png,10697.0922859961
test_0037.png,9589.3947938380
test_0038.png,11955.5037729741
test_0039.png,14269.0534939286
test_0040.png,12164.7410614588
test_0041.png,18967.7876712043
test_0042.png,5933.2025831656
test_0043.png,2287.8452919915
test_0044.png,3044.2943127255
test_0045.png,4218.0230630380
test_0046.png,4852.0945898059
test_0047.png,6406.7625577849
test_0048.png,4519.1379950100
test_0049.png,34466.6084209696
test_0050.png,7079.7064742607
test_0051.png,1563.6802635250
test_0052.png,2799.2594219091
test_0053.png,3898.7138060124
test_0054.png,1330.3971494897
test_0055.png,21700.0249248532
test_0056.png,16266.3435603501
test_0057.png,3979.6382566872
test_0058.png,2049.1220836915
test_0059.png,30662.4897676619
test_0060.png,21450.3745056144
test_0061.png,3800.4710816795
test_0062.png,2056.0939927144
test_0063.png,167.4773965760
test_0064.png,488.5574258832
test_0065.png,128.9133822193
test_0066.png,302.1059018522
test_0067.png,35.0208284922
test_0068.png,48.9586990004
test_0069.png,263.1494894746
test_0070.png,68.4363672209
test_0071.png,38.3228053365
test_0072.png,113.6499978115
test_0073.png,343.8638934379
test_0074.png,35.6225459712
test_0075.png,158.0280640979
test_0076.png,115.9029789233
test_0077.png,50.3305827738
test_0078.png,491.3523900745
test_0079.png,125.9291129810
test_0080.png,1216.2155020721
test_0081.png,123.0005533428
test_0082.png,461.1729295711
