filename,anomaly_score,raw_score
test_0000.png,0.6628538966,0.6699010134
test_0001.png,0.5869866014,0.6233080029
test_0002.png,0.3309277892,0.4717607200
test_0003.png,0.5438346267,0.5980769396
test_0004.png,0.5792177320,0.6187193990
test_0005.png,0.3228661120,0.4665001333
test_0006.png,0.3021764755,0.4526702762
test_0007.png,0.5986302495,0.6302340031
test_0008.png,0.7134862542,0.7038336992
test_0009.png,0.4063394964,0.5184049606
test_0010.png,0.4997689128,0.5727048516
test_0011.png,0.5694580674,0.6129874587
test_0012.png,0.5164976120,0.5823157430
test_0013.png,0.4133690894,0.5225778222
test_0014.png,0.3958482444,0.5121341348
test_0015.png,0.5959431529,0.6286300421
test_0016.png,0.3751823306,0.4996065795
test_0017.png,0.2184331268,0.3898029327
test_0018.png,0.4290147722,0.5317929983
test_0019.png,0.6682557464,0.6733853817
test_0020.png,0.5547758937,0.6044225693
test_0021.png,0.6353014708,0.6525267959
test_0022.png,0.6856206059,0.6847878695
test_0023.png,0.3018913567,0.4524760842
test_0024.png,0.4839666188,0.5636263490
test_0025.png,0.6617273688,0.6691778302
test_0026.png,0.5368575454,0.5940436125
test_0027.png,0.3374919891,0.4759963751
test_0028.png,0.6817971468,0.6822493076
test_0029.png,0.5781221390,0.6180742383
test_0030.png,0.6361398697,0.6530466080
test_0031.png,0.6919945478,0.6890573502
test_0032.png,0.7235102057,0.7109499574
test_0033.png,0.6038599610,0.6333659291
test_0034.png,0.7336305380,0.7182982564
test_0035.png,0.4645228982,0.5524285436
test_0036.png,0.1409901977,0.3133814335
test_0037.png,0.1712186038,0.3464148045
test_0038.png,0.1776867360,0.3528636992
test_0039.png,0.1720148921,0.3472189903
test_0040.png,0.1817477494,0.3568190038
test_0041.png,0.2053316385,0.3785353601
test_0042.png,0.2555184960,0.4192975461
test_0043.png,0.1906960309,0.3652982414
test_0044.png,0.2137667239,0.3858477473
test_0045.png,0.2029651999,0.3764441013
test_0046.png,0.1724034846,0.3476103842
test_0047.png,0.1568204761,0.3313302100
test_0048.png,0.2122179270,0.3845211565
test_0049.png,0.1713359952,0.3465335369
test_0050.png,0.1978818774,0.3718895912
test_0051.png,0.1958542019,0.3700482845
test_0052.png,0.1764517874,0.3516468704
test_0053.png,0.1617783457,0.3366458416
test_0054.png,0.1561297178,0.3305788040
test_0055.png,0.2112017721,0.3836469352
test_0056.png,0.1513659805,0.3253216445
test_0057.png,0.1799631417,0.3550894260
test_0058.png,0.2334136367,0.4021053910
test_0059.png,0.1690262258,0.3441852033
test_0060.png,0.1545433700,0.3288429081
test_0061.png,0.1655481607,0.3406002820
test_0062.png,0.2171114534,0.3886889517
test_0063.png,0.1808672845,0.3559673429
test_0064.png,0.5161709785,0.5821279287
test_0065.png,0.2860076725,0.4414858520
test_0066.png,0.4666159153,0.5536363125
test_0067.png,0.5864022970,0.6229619980
test_0068.png,0.6242667437,0.6457312703
test_0069.png,0.5499231219,0.6016046405
test_0070.png,0.6324917078,0.6507884860
test_0071.png,0.7297758460,0.7154790759
test_0072.png,0.6926901937,0.6895262599
test_0073.png,0.6220197678,0.6443575025
test_0074.png,0.6186071038,0.6422771215
test_0075.png,0.6284343600,0.6482880712
test_0076.png,0.4781943262,0.5603064895
test_0077.png,0.5459891558,0.5993243456
test_0078.png,0.6327118874,0.6509245038
test_0079.png,0.6051806211,0.6341590285
test_0080.png,0.3847114146,0.5054142475
test_0081.png,0.1565253884,0.3310095370
test_0082.png,0.2630867362,0.4249554574
test_0083.png,0.4901168048,0.5671608448
test_0084.png,0.6443189979,0.6581451297
test_0085.png,0.7270128131,0.7134737968
test_0086.png,0.7075116038,0.6996631622
test_0087.png,0.7601042390,0.7384177446
test_0088.png,0.5669960380,0.6115466952
test_0089.png,0.6860860586,0.6850979924
test_0090.png,0.4769531488,0.5595922470
test_0091.png,0.6953080297,0.6912961602
test_0092.png,0.4023317099,0.5160157681
test_0093.png,0.5807945132,0.6196487546
test_0094.png,0.5837689638,0.6214045286
test_0095.png,0.2841808498,0.4401989579
test_0096.png,0.5073586106,0.5770639777
test_0097.png,0.6303413510,0.6494618654
test_0098.png,0.6364691257,0.6532508731
test_0099.png,0.3532216251,0.4859868586
test_0100.png,0.7178951502,0.7069447637
test_0101.png,0.5000000000,0.5728375912
test_0102.png,0.5462224483,0.5994594693
test_0103.png,0.6305429339,0.6495860815
test_0104.png,0.5695697665,0.6130529046
test_0105.png,0.6466836333,0.6596288085
test_0106.png,0.7028409243,0.6964375377
test_0107.png,0.2189500779,0.3902373016
test_0108.png,0.5007067919,0.5732434988
test_0109.png,0.5512303710,0.6023631692
test_0110.png,0.6453758478,0.6588076949
test_0111.png,0.5679662228,0.6121141911
test_0112.png,0.2897273898,0.4440910816
test_0113.png,0.3006399274,0.4516225457
test_0114.png,0.4451256394,0.5411953926
test_0115.png,0.5888826847,0.6244316697
test_0116.png,0.1888175160,0.3635439873
