filename,anomaly_score
test_0000.png,0.45542288
test_0001.png,0.37679458
test_0002.png,0.28227684
test_0003.png,0.33110040
test_0004.png,0.37710404
test_0005.png,0.26221877
test_0006.png,0.27779570
test_0007.png,0.34913513
test_0008.png,0.44257876
test_0009.png,0.29363650
test_0010.png,0.32588449
test_0011.png,0.31850663
test_0012.png,0.31838450
test_0013.png,0.32495943
test_0014.png,0.28203404
test_0015.png,0.36968255
test_0016.png,0.31895238
test_0017.png,0.23127241
test_0018.png,0.32283497
test_0019.png,0.40425014
test_0020.png,0.35876623
test_0021.png,0.40711355
test_0022.png,0.42528096
test_0023.png,0.26854441
test_0024.png,0.35032538
test_0025.png,0.40694687
test_0026.png,0.33022767
test_0027.png,0.29475379
test_0028.png,0.40132466
test_0029.png,0.36837682
test_0030.png,0.39272252
test_0031.png,0.41133404
test_0032.png,0.36032346
test_0033.png,0.33901596
test_0034.png,0.42746183
test_0035.png,0.32555255
test_0036.png,0.20739312
test_0037.png,0.22918658
test_0038.png,0.21815930
test_0039.png,0.23406914
test_0040.png,0.22612368
test_0041.png,0.24020258
test_0042.png,0.25618193
test_0043.png,0.23345368
test_0044.png,0.23667894
test_0045.png,0.25149438
test_0046.png,0.22841862
test_0047.png,0.21174899
test_0048.png,0.24765573
test_0049.png,0.22201724
test_0050.png,0.24170236
test_0051.png,0.24217696
test_0052.png,0.22491343
test_0053.png,0.21954027
test_0054.png,0.21610390
test_0055.png,0.24243374
test_0056.png,0.21620694
test_0057.png,0.21818839
test_0058.png,0.25117788
test_0059.png,0.22763351
test_0060.png,0.20933262
test_0061.png,0.22848378
test_0062.png,0.24223642
test_0063.png,0.22236562
test_0064.png,0.35643125
test_0065.png,0.24927798
test_0066.png,0.32402050
test_0067.png,0.38652501
test_0068.png,0.37146696
test_0069.png,0.35656539
test_0070.png,0.39997724
test_0071.png,0.41410208
test_0072.png,0.42515203
test_0073.png,0.37152693
test_0074.png,0.40063906
test_0075.png,0.36276770
test_0076.png,0.33552963
test_0077.png,0.35368559
test_0078.png,0.40377840
test_0079.png,0.35860831
test_0080.png,0.29466933
test_0081.png,0.21838680
test_0082.png,0.24137111
test_0083.png,0.35349098
test_0084.png,0.37171230
test_0085.png,0.41739827
test_0086.png,0.42851135
test_0087.png,0.40125662
test_0088.png,0.40317830
test_0089.png,0.40532762
test_0090.png,0.32644126
test_0091.png,0.40886435
test_0092.png,0.30824223
test_0093.png,0.35940287
test_0094.png,0.34952107
test_0095.png,0.25212562
test_0096.png,0.35554788
test_0097.png,0.37964049
test_0098.png,0.39847898
test_0099.png,0.25931308
test_0100.png,0.37030149
test_0101.png,0.31345180
test_0102.png,0.35904321
test_0103.png,0.39716920
test_0104.png,0.36805078
test_0105.png,0.36824316
test_0106.png,0.44411880
test_0107.png,0.24551697
test_0108.png,0.39586949
test_0109.png,0.37618735
test_0110.png,0.37764221
test_0111.png,0.38128555
test_0112.png,0.24020962
test_0113.png,0.25137961
test_0114.png,0.34047338
test_0115.png,0.38905498
test_0116.png,0.22299924
