filename,anomaly_score
test_0000.png,7.5634870529
test_0001.png,6.6317610741
test_0002.png,5.7845520973
test_0003.png,6.4958596230
test_0004.png,7.0368452072
test_0005.png,5.6805515289
test_0006.png,5.3034749031
test_0007.png,6.7692904472
test_0008.png,7.8638868332
test_0009.png,6.4084806442
test_0010.png,6.8184514046
test_0011.png,7.1818122864
test_0012.png,6.7706432343
test_0013.png,6.7232546806
test_0014.png,5.8220481873
test_0015.png,6.7364454269
test_0016.png,6.6942162514
test_0017.png,5.7464447021
test_0018.png,6.5413675308
test_0019.png,8.1757926941
test_0020.png,7.4123926163
test_0021.png,8.0440082550
test_0022.png,8.2242136002
test_0023.png,6.3382444382
test_0024.png,6.9369969368
test_0025.png,7.5400495529
test_0026.png,6.8985338211
test_0027.png,6.3986868858
test_0028.png,7.5327148438
test_0029.png,7.4652099609
test_0030.png,7.5118389130
test_0031.png,8.6532983780
test_0032.png,7.4300909042
test_0033.png,6.9835205078
test_0034.png,8.3444671631
test_0035.png,6.8965721130
test_0036.png,4.9146251678
test_0037.png,5.1985459328
test_0038.png,5.9451875687
test_0039.png,5.7973794937
test_0040.png,5.5464048386
test_0041.png,5.7659983635
test_0042.png,6.0628767014
test_0043.png,5.5956311226
test_0044.png,5.9430570602
test_0045.png,6.0263261795
test_0046.png,5.1479749680
test_0047.png,5.0734286308
test_0048.png,6.1364164352
test_0049.png,5.7683238983
test_0050.png,5.9965324402
test_0051.png,5.8480248451
test_0052.png,5.3020105362
test_0053.png,5.1367578506
test_0054.png,5.0069627762
test_0055.png,5.4081811905
test_0056.png,4.8807277679
test_0057.png,5.0893430710
test_0058.png,5.3837122917
test_0059.png,5.2793173790
test_0060.png,5.1141982079
test_0061.png,5.1935467720
test_0062.png,5.0315742493
test_0063.png,5.2457585335
test_0064.png,7.0840997696
test_0065.png,5.4049258232
test_0066.png,6.3323745728
test_0067.png,7.2687244415
test_0068.png,7.6488389969
test_0069.png,6.6105599403
test_0070.png,8.0350875854
test_0071.png,9.0450096130
test_0072.png,8.9153585434
test_0073.png,7.6479477882
test_0074.png,7.2668704987
test_0075.png,6.8390898705
test_0076.png,6.9764037132
test_0077.png,7.4388284683
test_0078.png,7.9317588806
test_0079.png,7.0823717117
test_0080.png,6.2668466568
test_0081.png,5.0051674843
test_0082.png,5.7722659111
test_0083.png,6.7978234291
test_0084.png,7.0344800949
test_0085.png,7.5593414307
test_0086.png,8.0467338562
test_0087.png,7.7216162682
test_0088.png,7.2310881615
test_0089.png,7.1484284401
test_0090.png,6.2547483444
test_0091.png,7.5733332634
test_0092.png,6.0778136253
test_0093.png,6.8491086960
test_0094.png,7.4058933258
test_0095.png,5.7222499847
test_0096.png,6.2882046700
test_0097.png,6.8138432503
test_0098.png,7.6983623505
test_0099.png,5.4836864471
test_0100.png,6.9659476280
test_0101.png,6.5936737061
test_0102.png,7.0668997765
test_0103.png,8.3231077194
test_0104.png,7.8885893822
test_0105.png,6.7684435844
test_0106.png,8.7315816879
test_0107.png,6.1409997940
test_0108.png,7.4271445274
test_0109.png,6.0999493599
test_0110.png,7.9661087990
test_0111.png,7.6241912842
test_0112.png,5.7490081787
test_0113.png,4.9312090874
test_0114.png,6.6690611839
test_0115.png,8.8863964081
test_0116.png,5.0273323059
