filename,anomaly_score,raw_score
test_0000.png,0.94957948,15094.74707031
test_0001.png,0.90258932,12219.26269531
test_0002.png,0.89466858,11791.63964844
test_0003.png,0.96245158,15994.37597656
test_0004.png,0.85800868,9999.31738281
test_0005.png,0.96334940,16059.09277344
test_0006.png,0.98704606,17865.08203125
test_0007.png,0.95144087,15221.64160156
test_0008.png,0.99510908,18524.81640625
test_0009.png,0.82854551,8758.36230469
test_0010.png,0.94923848,15071.61132812
test_0011.png,0.84661114,9499.67187500
test_0012.png,0.89132541,11615.66699219
test_0013.png,0.90558243,12384.85058594
test_0014.png,0.91500401,12920.91308594
test_0015.png,0.97705913,17080.42187500
test_0016.png,0.97460735,16893.12890625
test_0017.png,0.88153988,11115.55664062
test_0018.png,1.00000000,18983.14843750
test_0019.png,0.92952436,13792.85839844
test_0020.png,0.75152773,6194.30371094
test_0021.png,0.90065289,12113.30468750
test_0022.png,0.89037371,11566.06054688
test_0023.png,0.91472769,12904.87109375
test_0024.png,0.93733907,14286.23828125
test_0025.png,0.89339733,11724.41308594
test_0026.png,0.88638419,11360.38671875
test_0027.png,0.76800573,6670.79052734
test_0028.png,0.84982073,9637.79687500
test_0029.png,0.94153345,14558.28613281
test_0030.png,0.86667943,10396.94726562
test_0031.png,0.84722716,9526.02441406
test_0032.png,0.89417428,11765.45507812
test_0033.png,0.95959187,15789.99511719
test_0034.png,0.62493169,3505.30566406
test_0035.png,0.91817224,13106.34082031
test_0036.png,0.89413506,11763.37890625
test_0037.png,0.88186669,11131.90625000
test_0038.png,0.89799100,11969.15527344
test_0039.png,0.97739518,17106.25781250
test_0040.png,0.90762383,12499.08007812
test_0041.png,0.98183107,17450.96093750
test_0042.png,0.84106624,9265.70703125
test_0043.png,0.64803815,3889.17285156
test_0044.png,0.70009953,4915.22460938
test_0045.png,0.71196842,5184.72412109
test_0046.png,0.76506501,6583.14453125
test_0047.png,0.86890125,10501.36132812
test_0048.png,0.77044028,6744.22851562
test_0049.png,1.00000000,21576.23828125
test_0050.png,0.84973252,9633.97070312
test_0051.png,0.56616390,2691.16992188
test_0052.png,0.63233942,3624.05468750
test_0053.png,0.76162982,6482.22265625
test_0054.png,0.58909512,2983.52905273
test_0055.png,1.00000000,25121.09179688
test_0056.png,0.83231300,8908.03125000
test_0057.png,0.76452047,6567.04003906
test_0058.png,0.64702815,3871.54809570
test_0059.png,1.00000000,20252.10937500
test_0060.png,1.00000000,19459.39453125
test_0061.png,0.72205716,5425.38964844
test_0062.png,0.65044749,3931.54516602
test_0063.png,0.12977596,378.08660889
test_0064.png,0.35306141,1032.07397461
test_0065.png,0.13559760,388.11651611
test_0066.png,0.13169077,381.35662842
test_0067.png,0.00000000,84.59262848
test_0068.png,0.00000000,150.73348999
test_0069.png,0.21123971,545.38818359
test_0070.png,0.01398399,224.60906982
test_0071.png,0.00000000,96.94020844
test_0072.png,0.08972715,315.76809692
test_0073.png,0.27245784,718.25158691
test_0074.png,0.00000000,210.86328125
test_0075.png,0.14093873,397.55242920
test_0076.png,0.00052016,211.41213989
test_0077.png,0.00000000,149.19993591
test_0078.png,0.37067986,1117.17968750
test_0079.png,0.03282033,244.46597290
test_0080.png,0.38141394,1172.43542480
test_0081.png,0.09974738,330.32369995
test_0082.png,0.34064808,976.03479004
