filename,anomaly_score
test_0000.png,0.2575927675
test_0001.png,0.2221923918
test_0002.png,0.1540771574
test_0003.png,0.2285888642
test_0004.png,0.2259033173
test_0005.png,0.1584228575
test_0006.png,0.1510742158
test_0007.png,0.2202636749
test_0008.png,0.2767089903
test_0009.png,0.1805908233
test_0010.png,0.1948730499
test_0011.png,0.2103271484
test_0012.png,0.2197021544
test_0013.png,0.1930908263
test_0014.png,0.1864501983
test_0015.png,0.2425048798
test_0016.png,0.2031005919
test_0017.png,0.1399658173
test_0018.png,0.1939941496
test_0019.png,0.3105468750
test_0020.png,0.2561035156
test_0021.png,0.2884277403
test_0022.png,0.3179687560
test_0023.png,0.1627441496
test_0024.png,0.2519043088
test_0025.png,0.3134521544
test_0026.png,0.2115722746
test_0027.png,0.1821533293
test_0028.png,0.2996826172
test_0029.png,0.2470703125
test_0030.png,0.2846923769
test_0031.png,0.3237548769
test_0032.png,0.2494384795
test_0033.png,0.2255371064
test_0034.png,0.3292968869
test_0035.png,0.2038818449
test_0036.png,0.0984619185
test_0037.png,0.1131835952
test_0038.png,0.1082275435
test_0039.png,0.1097167954
test_0040.png,0.1154785156
test_0041.png,0.1178955063
test_0042.png,0.1324462891
test_0043.png,0.1118408218
test_0044.png,0.1248779297
test_0045.png,0.1232910156
test_0046.png,0.1109863296
test_0047.png,0.1061767563
test_0048.png,0.1200439483
test_0049.png,0.1103271469
test_0050.png,0.1255127043
test_0051.png,0.1173339859
test_0052.png,0.1203613281
test_0053.png,0.1102783233
test_0054.png,0.1045898423
test_0055.png,0.1297607422
test_0056.png,0.1035888717
test_0057.png,0.1146484390
test_0058.png,0.1373291016
test_0059.png,0.1125488281
test_0060.png,0.1057128906
test_0061.png,0.1106445342
test_0062.png,0.1260009855
test_0063.png,0.1098388657
test_0064.png,0.2528320253
test_0065.png,0.1454345733
test_0066.png,0.2264160216
test_0067.png,0.2700927854
test_0068.png,0.2854980528
test_0069.png,0.2518799007
test_0070.png,0.2818603516
test_0071.png,0.3195068538
test_0072.png,0.3208984435
test_0073.png,0.2535156310
test_0074.png,0.2679443359
test_0075.png,0.2607665956
test_0076.png,0.2335449308
test_0077.png,0.2506347597
test_0078.png,0.2711425722
test_0079.png,0.2591796815
test_0080.png,0.1944091767
test_0081.png,0.1173095703
test_0082.png,0.1492919922
test_0083.png,0.2438720763
test_0084.png,0.2725585997
test_0085.png,0.3042724729
test_0086.png,0.3331054747
test_0087.png,0.3224853575
test_0088.png,0.3062255979
test_0089.png,0.3101074398
test_0090.png,0.2336914092
test_0091.png,0.3027343750
test_0092.png,0.2153320312
test_0093.png,0.2599121034
test_0094.png,0.2374999970
test_0095.png,0.1623046845
test_0096.png,0.2403564453
test_0097.png,0.2729736269
test_0098.png,0.3036621213
test_0099.png,0.1792480499
test_0100.png,0.2836425900
test_0101.png,0.2205078155
test_0102.png,0.2814697325
test_0103.png,0.2964599729
test_0104.png,0.2742431760
test_0105.png,0.2764648497
test_0106.png,0.3286865354
test_0107.png,0.1333740205
test_0108.png,0.3024902344
test_0109.png,0.2535156310
test_0110.png,0.2883056700
test_0111.png,0.2850585878
test_0112.png,0.1565185636
test_0113.png,0.1570312530
test_0114.png,0.2340087891
test_0115.png,0.2958740294
test_0116.png,0.1180908233
