filename,anomaly_score,raw_score
test_0000.png,1.0000000000,26.9807682037
test_0001.png,0.8056096377,23.1292934418
test_0002.png,0.3498059125,16.2698688507
test_0003.png,0.6602615020,20.9419384003
test_0004.png,0.8169191991,23.2994918823
test_0005.png,0.3102558443,15.6746768951
test_0006.png,0.3747286963,16.6449337006
test_0007.png,0.7301054229,21.9930248260
test_0008.png,1.0000000000,27.8639717102
test_0009.png,0.4884744958,18.3567028046
test_0010.png,0.6608888745,20.9513797760
test_0011.png,0.5670636088,19.5393962860
test_0012.png,0.5998502215,20.0328044891
test_0013.png,0.4514094563,17.7989082336
test_0014.png,0.4211557808,17.3436183929
test_0015.png,0.6970349084,21.4953441620
test_0016.png,0.5428090085,19.1743869781
test_0017.png,0.1770144132,13.6695165634
test_0018.png,0.4890306393,18.3650722504
test_0019.png,0.9704980815,25.6107120514
test_0020.png,0.7333422847,22.0417366028
test_0021.png,0.9543387408,25.3675289154
test_0022.png,1.0000000000,26.5227108002
test_0023.png,0.3752949791,16.6534557343
test_0024.png,0.6660049387,21.0283718109
test_0025.png,0.9685328214,25.5811367035
test_0026.png,0.6181835663,20.3087043762
test_0027.png,0.4191745512,17.3138027191
test_0028.png,0.9272466424,24.9598178864
test_0029.png,0.7499347026,22.2914371490
test_0030.png,0.8291491602,23.4835414886
test_0031.png,0.9870694602,25.8600959778
test_0032.png,0.7645447501,22.5113048553
test_0033.png,0.6665778121,21.0369930267
test_0034.png,1.0000000000,26.7560520172
test_0035.png,0.5439763015,19.1919536591
test_0036.png,0.0000000000,10.2388372421
test_0037.png,0.0226682986,11.3467502594
test_0038.png,0.1159486374,12.7505331039
test_0039.png,0.0994824545,12.5027322769
test_0040.png,0.0618326278,11.9361371994
test_0041.png,0.1191661077,12.7989530563
test_0042.png,0.1766494598,13.6640243530
test_0043.png,0.1038336312,12.5682134628
test_0044.png,0.0674450133,12.0205984116
test_0045.png,0.1728488500,13.6068286896
test_0046.png,0.0169562305,11.2607889175
test_0047.png,0.0000000000,10.6530780792
test_0048.png,0.1364268356,13.0587110519
test_0049.png,0.1031580334,12.5580463409
test_0050.png,0.1412559561,13.1313848495
test_0051.png,0.1056751278,12.5959262848
test_0052.png,0.0312114007,11.4753160477
test_0053.png,0.0000000000,10.6146802902
test_0054.png,0.0000000000,10.6267566681
test_0055.png,0.0374897516,11.5697994232
test_0056.png,0.0000000000,11.0005588531
test_0057.png,0.0000839665,11.0068769455
test_0058.png,0.0896600827,12.3549146652
test_0059.png,0.0192315648,11.2950305939
test_0060.png,0.0040735485,11.0669164658
test_0061.png,0.0325406700,11.4953203201
test_0062.png,0.0134338826,11.2077808380
test_0063.png,0.0201013945,11.3081207275
test_0064.png,0.7761949938,22.6866302490
test_0065.png,0.2271632107,14.4242095947
test_0066.png,0.5769408598,19.6880397797
test_0067.png,0.8873103916,24.3588142395
test_0068.png,0.8515434428,23.8205547333
test_0069.png,0.6876307850,21.3538208008
test_0070.png,0.8887100025,24.3798770905
test_0071.png,1.0000000000,27.5055732727
test_0072.png,1.0000000000,26.8595714569
test_0073.png,0.7692130351,22.5815582275
test_0074.png,0.9050053374,24.6251068115
test_0075.png,0.7820620038,22.7749233246
test_0076.png,0.6534317604,20.8391571045
test_0077.png,0.7315725873,22.0151042938
test_0078.png,0.9185261649,24.8285827637
test_0079.png,0.7145273206,21.7585887909
test_0080.png,0.4602216949,17.9315242767
test_0081.png,0.0000000000,10.8120794296
test_0082.png,0.1970819676,13.9715147018
test_0083.png,0.6617815178,20.9648132324
test_0084.png,0.7182086663,21.8139896393
test_0085.png,0.8943995739,24.4654998779
test_0086.png,0.9859325853,25.8429870605
test_0087.png,0.8889871871,24.3840484619
test_0088.png,0.8493554971,23.7876281738
test_0089.png,0.9138523033,24.7582454681
test_0090.png,0.5807973628,19.7460765839
test_0091.png,0.8637517310,24.0042781830
test_0092.png,0.5469841406,19.2372188568
test_0093.png,0.6364837047,20.5841045380
test_0094.png,0.6579172836,20.9066600800
test_0095.png,0.2438688091,14.6756134033
test_0096.png,0.6506078238,20.7966594696
test_0097.png,0.7753558355,22.6740016937
test_0098.png,0.8441379126,23.7091083527
test_0099.png,0.2910532400,15.3856954575
test_0100.png,0.7539263125,22.3515071869
test_0101.png,0.6167167821,20.2866306305
test_0102.png,0.6667183689,21.0391082764
test_0103.png,0.8113710717,23.2159976959
test_0104.png,0.7105966736,21.6994361877
test_0105.png,0.7541239031,22.3544807434
test_0106.png,0.9922250679,25.9376831055
test_0107.png,0.1422748344,13.1467180252
test_0108.png,0.8517629598,23.8238582611
test_0109.png,0.7373938435,22.1027088165
test_0110.png,0.8260581784,23.4370250702
test_0111.png,0.7820241079,22.7743530273
test_0112.png,0.2102215555,14.1692533493
test_0113.png,0.3416749117,16.1475048065
test_0114.png,0.6243330840,20.4012489319
test_0115.png,0.8253169917,23.4258708954
test_0116.png,0.0443415463,11.6729125977
