filename,anomaly_score
test_0000.png,54.6592636108
test_0001.png,62.0771865845
test_0002.png,62.0633926392
test_0003.png,84.1416168213
test_0004.png,57.6201705933
test_0005.png,54.8201713562
test_0006.png,62.5237197876
test_0007.png,61.1365814209
test_0008.png,66.5565261841
test_0009.png,47.8255691528
test_0010.png,61.5189323425
test_0011.png,48.6833381653
test_0012.png,55.5510444641
test_0013.png,64.3835906982
test_0014.png,52.5243682861
test_0015.png,59.1331481934
test_0016.png,68.4620208740
test_0017.png,53.9657554626
test_0018.png,58.6659622192
test_0019.png,58.0559234619
test_0020.png,28.5037441254
test_0021.png,66.1716232300
test_0022.png,49.0301437378
test_0023.png,61.5109138489
test_0024.png,60.5098686218
test_0025.png,48.1423034668
test_0026.png,48.0846672058
test_0027.png,42.4089088440
test_0028.png,58.9677658081
test_0029.png,46.7835311890
test_0030.png,55.2981224060
test_0031.png,47.8299636841
test_0032.png,57.4082984924
test_0033.png,60.4705848694
test_0034.png,35.9682464600
test_0035.png,59.5699386597
test_0036.png,58.9953231812
test_0037.png,50.8432579041
test_0038.png,62.0543746948
test_0039.png,51.1599960327
test_0040.png,71.6620178223
test_0041.png,66.4417724609
test_0042.png,51.9943962097
test_0043.png,38.5185661316
test_0044.png,30.0687732697
test_0045.png,32.6706848145
test_0046.png,31.6547641754
test_0047.png,68.5706176758
test_0048.png,57.0773010254
test_0049.png,131.4460144043
test_0050.png,56.5177230835
test_0051.png,42.6153640747
test_0052.png,53.9940071106
test_0053.png,63.9092254639
test_0054.png,56.7430305481
test_0055.png,172.7292785645
test_0056.png,63.9830741882
test_0057.png,52.8162269592
test_0058.png,48.6171798706
test_0059.png,140.6877136230
test_0060.png,74.6048889160
test_0061.png,24.1422176361
test_0062.png,57.8974723816
test_0063.png,15.5405397415
test_0064.png,13.8173847198
test_0065.png,19.4868392944
test_0066.png,14.2685928345
test_0067.png,12.5109148026
test_0068.png,12.0156049728
test_0069.png,18.6873970032
test_0070.png,16.2085971832
test_0071.png,10.9108295441
test_0072.png,12.7876319885
test_0073.png,18.9679298401
test_0074.png,16.5773925781
test_0075.png,15.2746534348
test_0076.png,12.4080209732
test_0077.png,11.6027336121
test_0078.png,17.3745403290
test_0079.png,17.5389423370
test_0080.png,17.7080631256
test_0081.png,17.1393432617
test_0082.png,18.5477695465
