filename,anomaly_score
test_0000.png,0.1997902393
test_0001.png,0.1838681549
test_0002.png,0.1904171109
test_0003.png,0.2124273777
test_0004.png,0.1945915520
test_0005.png,0.1781256497
test_0006.png,0.2069138139
test_0007.png,0.1782460213
test_0008.png,0.1958222389
test_0009.png,0.1757117212
test_0010.png,0.2032580227
test_0011.png,0.1483139247
test_0012.png,0.1963670552
test_0013.png,0.1716217846
test_0014.png,0.1711979657
test_0015.png,0.1925777197
test_0016.png,0.1852639765
test_0017.png,0.1957505047
test_0018.png,0.1919321269
test_0019.png,0.1808969080
test_0020.png,0.0895577595
test_0021.png,0.1743228436
test_0022.png,0.1794609278
test_0023.png,0.1770492643
test_0024.png,0.1962072700
test_0025.png,0.1256240308
test_0026.png,0.1900660992
test_0027.png,0.1346618384
test_0028.png,0.1447826624
test_0029.png,0.1641777754
test_0030.png,0.1912612915
test_0031.png,0.1460099667
test_0032.png,0.1899251044
test_0033.png,0.1750890017
test_0034.png,0.1252748221
test_0035.png,0.1495712250
test_0036.png,0.1748573780
test_0037.png,0.1828970164
test_0038.png,0.2038267106
test_0039.png,0.1816731691
test_0040.png,0.1970393211
test_0041.png,0.1746429503
test_0042.png,0.1676427573
test_0043.png,0.1156194136
test_0044.png,0.1202070341
test_0045.png,0.0789290443
test_0046.png,0.0850056484
test_0047.png,0.2160448134
test_0048.png,0.1663154662
test_0049.png,0.2566536069
test_0050.png,0.1705459803
test_0051.png,0.1821074784
test_0052.png,0.1943003237
test_0053.png,0.1360253394
test_0054.png,0.1080508456
test_0055.png,0.2623518407
test_0056.png,0.1716816127
test_0057.png,0.2034482956
test_0058.png,0.1141182184
test_0059.png,0.2330106348
test_0060.png,0.1948155165
test_0061.png,0.0786554441
test_0062.png,0.1239239201
test_0063.png,0.0386236124
test_0064.png,0.0459982157
test_0065.png,0.0408601165
test_0066.png,0.0348704867
test_0067.png,0.0353876948
test_0068.png,0.0298769064
test_0069.png,0.0555810593
test_0070.png,0.0391266830
test_0071.png,0.0349093750
test_0072.png,0.0416510217
test_0073.png,0.0380689874
test_0074.png,0.0330138467
test_0075.png,0.0363598838
test_0076.png,0.0325715020
test_0077.png,0.0324100554
test_0078.png,0.0432387702
test_0079.png,0.0408187471
test_0080.png,0.0482096970
test_0081.png,0.0567751713
test_0082.png,0.0440171063
